序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
25,洪孟楷,109年立法委員選舉,第一次賸餘,1090323,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2456.00,,,,電話網路費用,金錢,新北市永和區****,0800*****,,,,,,,
26,洪孟楷,109年立法委員選舉,第一次賸餘,1090325,當選後與其公務有關之費用支出,金鵬棉織有限公司,24861491,0.00,52294.00,,,,為民服務費用,金錢,雲林縣虎尾鎮****,05-6*****,,,,,,,
27,洪孟楷,109年立法委員選舉,第一次賸餘,1090325,當選後與其公務有關之費用支出,海邊走走,72976367,0.00,4800.00,,,,聯誼交際費用,金錢,臺北市萬華區****,02-2*****,,,,,,,
28,洪孟楷,109年立法委員選舉,第一次賸餘,1090326,當選後與其公務有關之費用支出,海邊走走,72976367,0.00,5520.00,,,,聯誼交際費用,金錢,臺北市萬華區****,02-2*****,,,,,,,
29,洪孟楷,109年立法委員選舉,第一次賸餘,1090327,當選後與其公務有關之費用支出,海邊走走,72976367,0.00,2760.00,,,,聯誼交際費用,金錢,臺北市萬華區****,02-2*****,,,,,,,
30,洪孟楷,109年立法委員選舉,第一次賸餘,1090330,當選後與其公務有關之費用支出,心本蘭園企業社,82111617,0.00,1200.00,,,,聯誼交際費用,金錢,新北市中和區****,0978*****,,,,,,,
31,洪孟楷,109年立法委員選舉,第一次賸餘,1090401,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,3360.00,,,,製作宣傳廣告費用,金錢,臺北市內湖區****,2369*****,,,,,,,
32,洪孟楷,109年立法委員選舉,第一次賸餘,1090403,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
33,洪孟楷,109年立法委員選舉,第一次賸餘,1090404,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1000.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
34,洪孟楷,109年立法委員選舉,第一次賸餘,1090408,當選後與其公務有關之費用支出,海邊走走食品股份有限公司西門町旗艦店,72976367,0.00,1840.00,,,,聯誼交際費用,金錢,臺北市萬華區****,02 2*****,,,,,,,
35,洪孟楷,109年立法委員選舉,第一次賸餘,1090411,當選後與其公務有關之費用支出,晴晴花藝有限公司,27346239,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市文山區****,02-2*****,,,,,,,
36,洪孟楷,109年立法委員選舉,第一次賸餘,1090411,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
37,洪孟楷,109年立法委員選舉,第一次賸餘,1090414,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
38,洪孟楷,109年立法委員選舉,第一次賸餘,1090415,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
39,洪孟楷,109年立法委員選舉,第一次賸餘,1090420,當選後與其公務有關之費用支出,海邊走走食品股份有限公司西門町旗艦店,24769852,0.00,756.00,,,,當選後與其公務有關之費用支出,金錢,臺北市大安區****,02 2*****,,,,,,,
40,洪孟楷,109年立法委員選舉,第一次賸餘,1090422,當選後與其公務有關之費用支出,秉達國際展覽有限公司,24769852,0.00,2205.00,,,,製作宣傳廣告支出,金錢,臺北市大安區****,02-2*****,,,,,,,
41,洪孟楷,109年立法委員選舉,第一次賸餘,1090423,當選後與其公務有關之費用支出,晴晴花藝有限公司,27346239,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市文山區****,02-2*****,,,,,,,
42,洪孟楷,109年立法委員選舉,第一次賸餘,1090427,當選後與其公務有關之費用支出,吳福洋針織股份有限公司,24709715,0.00,15000.00,,,,製作宣傳廣告支出,金錢,新北市三重區****,02-2*****,,,,,,,
43,洪孟楷,109年立法委員選舉,第一次賸餘,1090430,當選後與其公務有關之費用支出,吳福洋針織股份有限公司,37548924,0.00,21000.00,,,,聯誼交際費用,金錢,新北市林口區****,2601*****,,,,,,,
44,洪孟楷,109年立法委員選舉,第一次賸餘,1090501,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
45,洪孟楷,109年立法委員選舉,第一次賸餘,1090504,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,630.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
46,洪孟楷,109年立法委員選舉,第一次賸餘,1090506,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,2600.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
47,洪孟楷,109年立法委員選舉,第一次賸餘,1090512,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,2600.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
48,洪孟楷,109年立法委員選舉,第一次賸餘,1090512,當選後與其公務有關之費用支出,晴晴花藝有限公司,27346239,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市文山區****,02-2*****,,,,,,,
49,洪孟楷,109年立法委員選舉,第一次賸餘,1090517,當選後與其公務有關之費用支出,獅子頭加油站,22912749,0.00,1067.00,,,,油資,金錢,新北市八里區****,(02)*****,,,,,,,
50,洪孟楷,109年立法委員選舉,第一次賸餘,1090521,當選後與其公務有關之費用支出,弘雅三民圖書,05134324,0.00,77688.00,,,,聯誼交際費用,金錢,臺北市中山區****,02-2*****,,,,,,,
51,洪孟楷,109年立法委員選舉,第一次賸餘,1090525,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,1575.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
52,洪孟楷,109年立法委員選舉,第一次賸餘,1090527,當選後與其公務有關之費用支出,秉達國際展覽有限公司,24769852,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市大安區****,02-2*****,,,,,,,
53,洪孟楷,109年立法委員選舉,第一次賸餘,1090530,當選後與其公務有關之費用支出,台亞加油站,31439012,0.00,1059.00,,,,油資,金錢,新北市林口區****,02-2*****,,,,,,,
54,洪孟楷,109年立法委員選舉,第一次賸餘,1090601,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
55,洪孟楷,109年立法委員選舉,第一次賸餘,1090605,當選後與其公務有關之費用支出,秉達國際展覽有限公司,24769852,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市大安區****,02-2*****,,,,,,,
56,洪孟楷,109年立法委員選舉,第一次賸餘,1090606,當選後與其公務有關之費用支出,車容坊辛亥站,31932458,0.00,1018.00,,,,油資,金錢,臺北市文山區****,02-2*****,,,,,,,
57,洪孟楷,109年立法委員選舉,第一次賸餘,1090608,當選後與其公務有關之費用支出,聖洋科技,28112580,0.00,25200.00,,,,播送、傳送或刊登宣傳廣告支出,金錢,臺北市大安區****,02-6*****,,,,,,,
58,洪孟楷,109年立法委員選舉,第一次賸餘,1090611,當選後與其公務有關之費用支出,弘雅三民圖書,05134324,0.00,4860.00,,,,聯誼交際費用,金錢,臺北市中山區****,02-2*****,,,,,,,
59,洪孟楷,109年立法委員選舉,第一次賸餘,1090618,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
60,洪孟楷,109年立法委員選舉,第一次賸餘,1090619,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1500.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
61,洪孟楷,109年立法委員選舉,第一次賸餘,1090620,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,1200.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
62,洪孟楷,109年立法委員選舉,第一次賸餘,1090621,當選後與其公務有關之費用支出,車容坊辛亥站,31932458,0.00,1156.00,,,,油資,金錢,臺北市文山區****,02-2*****,,,,,,,
63,洪孟楷,109年立法委員選舉,第一次賸餘,1090701,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
64,洪孟楷,109年立法委員選舉,第一次賸餘,1090707,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1409.00,,,,電話網路費用,金錢,新北市永和區****,0800*****,,,,,,,
65,洪孟楷,109年立法委員選舉,第一次賸餘,1090708,當選後與其公務有關之費用支出,秉達國際展覽有限公司,24769852,0.00,840.00,,,,當選後與其公務有關之費用支出,金錢,臺北市大安區****,02 2*****,,,,,,,
66,洪孟楷,109年立法委員選舉,第一次賸餘,1090713,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02 2*****,,,,,,,
67,洪孟楷,109年立法委員選舉,第一次賸餘,1090714,當選後與其公務有關之費用支出,宏太鋁業有限公司,28781792,0.00,43000.00,,,,裝潢費用,金錢,新北市淡水區****,2623*****,,,,,,,
68,洪孟楷,109年立法委員選舉,第一次賸餘,1090715,當選後與其公務有關之費用支出,國都汽車股份有限公司士林分公司,51487602,0.00,2200.00,,,,汽機車燃料費用,金錢,臺北市士林區****,02-8*****,,,,,,,
69,洪孟楷,109年立法委員選舉,第一次賸餘,1090718,當選後與其公務有關之費用支出,新北市淡水區新市國民小學,,0.00,9080.00,,,,租用場地費用,金錢,新北市淡水區****,02-2*****,,,,,,,
70,洪孟楷,109年立法委員選舉,第一次賸餘,1090718,當選後與其公務有關之費用支出,台灣琴屋花坊,14170321,0.00,1800.00,,,,聯誼交際費用,金錢,新北市三重區****,2976*****,,,,,,,
71,洪孟楷,109年立法委員選舉,第一次賸餘,1090718,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,2400.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
72,洪孟楷,109年立法委員選舉,第一次賸餘,1090720,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1500.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
73,洪孟楷,109年立法委員選舉,第一次賸餘,1090720,當選後與其公務有關之費用支出,成功廣告社,37504355,0.00,36300.00,,,,裝潢費用,金錢,新北市淡水區****,2622*****,,,,,,,
74,洪孟楷,109年立法委員選舉,第一次賸餘,1090728,當選後與其公務有關之費用支出,創意家國際有限公司,27665710,0.00,3000.00,,,,當選後與其公務有關之費用支出,金錢,新北市泰山區****,2900*****,,,,,,,
75,洪孟楷,109年立法委員選舉,第一次賸餘,1090729,當選後與其公務有關之費用支出,秉達國際展覽有限公司,24769852,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市大安區****,02-2*****,,,,,,,
76,洪孟楷,109年立法委員選舉,第一次賸餘,1090731,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
77,洪孟楷,109年立法委員選舉,第一次賸餘,1090801,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
78,洪孟楷,109年立法委員選舉,第一次賸餘,1090801,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
79,洪孟楷,109年立法委員選舉,第一次賸餘,1090806,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
80,洪孟楷,109年立法委員選舉,第一次賸餘,1090808,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
81,洪孟楷,109年立法委員選舉,第一次賸餘,1090810,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
82,洪孟楷,109年立法委員選舉,第一次賸餘,1090812,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
83,洪孟楷,109年立法委員選舉,第一次賸餘,1090812,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,2600.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
84,洪孟楷,109年立法委員選舉,第一次賸餘,1090813,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1500.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
85,洪孟楷,109年立法委員選舉,第一次賸餘,1090813,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1282.00,,,,電話網路費用,金錢,新北市永和區****,0800*****,,,,,,,
86,洪孟楷,109年立法委員選舉,第一次賸餘,1090816,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
87,洪孟楷,109年立法委員選舉,第一次賸餘,1090817,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,2500.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
88,洪孟楷,109年立法委員選舉,第一次賸餘,1090817,當選後與其公務有關之費用支出,秉達國際展覽有限公司,24769852,0.00,840.00,,,,當選後與其公務有關之費用支出,金錢,臺北市大安區****,02-2*****,,,,,,,
89,洪孟楷,109年立法委員選舉,第一次賸餘,1090824,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
90,洪孟楷,109年立法委員選舉,第一次賸餘,1090826,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
91,洪孟楷,109年立法委員選舉,第一次賸餘,1090829,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1200.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
92,洪孟楷,109年立法委員選舉,第一次賸餘,1090831,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
93,洪孟楷,109年立法委員選舉,第一次賸餘,1090831,當選後與其公務有關之費用支出,創意家國際有限公司,27665710,0.00,1100.00,,,,當選後與其公務有關之費用支出,金錢,新北市泰山區****,2900*****,,,,,,,
94,洪孟楷,109年立法委員選舉,第一次賸餘,1090831,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
95,洪孟楷,109年立法委員選舉,第一次賸餘,1090901,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
96,洪孟楷,109年立法委員選舉,第一次賸餘,1090905,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1200.00,,,,聯誼交際費用,金錢,新北市林口區****,02-2*****,,,,,,,
97,洪孟楷,109年立法委員選舉,第一次賸餘,1090905,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,2500.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
98,洪孟楷,109年立法委員選舉,第一次賸餘,1090918,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
99,洪孟楷,109年立法委員選舉,第一次賸餘,1090918,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,1200.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
100,洪孟楷,109年立法委員選舉,第一次賸餘,1090919,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
101,洪孟楷,109年立法委員選舉,第一次賸餘,1090919,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,2400.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
102,洪孟楷,109年立法委員選舉,第一次賸餘,1090921,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
103,洪孟楷,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,1200.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
104,洪孟楷,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,1200.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
105,洪孟楷,109年立法委員選舉,第一次賸餘,1090928,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,2400.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
106,洪孟楷,109年立法委員選舉,第一次賸餘,1091001,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
107,洪孟楷,109年立法委員選舉,第一次賸餘,1091001,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
108,洪孟楷,109年立法委員選舉,第一次賸餘,1091002,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
109,洪孟楷,109年立法委員選舉,第一次賸餘,1091002,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
110,洪孟楷,109年立法委員選舉,第一次賸餘,1091002,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
111,洪孟楷,109年立法委員選舉,第一次賸餘,1091006,當選後與其公務有關之費用支出,心雅服裝行,15995103,0.00,17246.00,,,,當選後與其公務有關之費用支出,金錢,臺北市萬華區****,2308*****,,,,,,,
112,洪孟楷,109年立法委員選舉,第一次賸餘,1091007,當選後與其公務有關之費用支出,吳福洋針織股份有限公司,37548924,0.00,3150.00,,,,聯誼交際費用,金錢,新北市林口區****,02-2*****,,,,,,,
113,洪孟楷,109年立法委員選舉,第一次賸餘,1091007,當選後與其公務有關之費用支出,國都汽車股份有限公司士林分公司,51487602,0.00,3836.00,,,,汽機車燃料費用,金錢,臺北市士林區****,02-8*****,,,,,,,
114,洪孟楷,109年立法委員選舉,第一次賸餘,1091009,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
115,洪孟楷,109年立法委員選舉,第一次賸餘,1091010,當選後與其公務有關之費用支出,車容坊文二站,30178550,0.00,1143.00,,,,油資,金錢,新北市林口區****,02-2*****,,,,,,,
116,洪孟楷,109年立法委員選舉,第一次賸餘,1091011,當選後與其公務有關之費用支出,綺逸花苑,02209933,0.00,1500.00,,,,聯誼交際費用,金錢,新北市林口區****,2602*****,,,,,,,
117,洪孟楷,109年立法委員選舉,第一次賸餘,1091011,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,336.00,,,,電話網路費用,金錢,新北市永和區****,0800*****,,,,,,,
118,洪孟楷,109年立法委員選舉,第一次賸餘,1091012,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,3000.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
119,洪孟楷,109年立法委員選舉,第一次賸餘,1091013,當選後與其公務有關之費用支出,台灣中油,35048162,0.00,1237.00,,,,油資,金錢,新北市泰山區****,02-2*****,,,,,,,
120,洪孟楷,109年立法委員選舉,第一次賸餘,1091013,當選後與其公務有關之費用支出,吳福洋針織股份有限公司,37548924,0.00,5600.00,,,,聯誼交際費用,金錢,新北市林口區****,02-2*****,,,,,,,
121,洪孟楷,109年立法委員選舉,第一次賸餘,1091015,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
122,洪孟楷,109年立法委員選舉,第一次賸餘,1091015,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
123,洪孟楷,109年立法委員選舉,第一次賸餘,1091016,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
124,洪孟楷,109年立法委員選舉,第一次賸餘,1091017,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
125,洪孟楷,109年立法委員選舉,第一次賸餘,1091018,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
126,洪孟楷,109年立法委員選舉,第一次賸餘,1091020,當選後與其公務有關之費用支出,花卉營業人,01226202,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,,,,,,,
127,洪孟楷,109年立法委員選舉,第一次賸餘,1091021,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,2369*****,,,,,,,
128,洪孟楷,109年立法委員選舉,第一次賸餘,1091023,當選後與其公務有關之費用支出,台灣中油,37017209,0.00,1169.00,,,,油資,金錢,新北市淡水區****,02-2*****,,,,,,,
