序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
20,馬文君,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
21,馬文君,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
22,馬文君,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1500.00,公共關係,金錢,臺北市萬華區****,,
23,馬文君,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,全國加油站股份有限公司全國愛蘭交流道加油站,38972877,0.00,1374.00,油資,金錢,南投縣埔里鎮****,,
24,馬文君,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,1078.00,電信費用,金錢,南投縣南投市****,,
25,馬文君,105年立法委員選舉,第三次賸餘,1070107,當選後與其公務有關之費用支出,台灣中油股份有公司油品行銷事業部台中營業處魚池加油站,61841878,0.00,1449.00,油資,金錢,南投縣魚池鄉****,,
26,馬文君,105年立法委員選舉,第三次賸餘,1070108,當選後與其公務有關之費用支出,邱文瑞,,0.00,2100.00,公共關係,金錢,嘉義縣梅山鄉****,0933*****,
27,馬文君,105年立法委員選舉,第三次賸餘,1070108,當選後與其公務有關之費用支出,薛源龍,,0.00,2100.00,公共關係,金錢,埔里鎮南村里****,,
28,馬文君,105年立法委員選舉,第三次賸餘,1070108,當選後與其公務有關之費用支出,陳惠美,,0.00,2100.00,公共關係,金錢,魚池鄉魚池村****,,
29,馬文君,105年立法委員選舉,第三次賸餘,1070109,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,160.00,搭乘交通工具支出,金錢,臺北市南港區****,,
30,馬文君,105年立法委員選舉,第三次賸餘,1070110,當選後與其公務有關之費用支出,林志全,,0.00,2100.00,公共關係,金錢,南投縣國姓鄉****,,
31,馬文君,105年立法委員選舉,第三次賸餘,1070110,當選後與其公務有關之費用支出,蘇瑞祥,,0.00,3100.00,公共關係,金錢,南投縣草屯鎮****,0922*****,
32,馬文君,105年立法委員選舉,第三次賸餘,1070111,當選後與其公務有關之費用支出,欣林加油站股份有限公司,96919529,0.00,1512.00,油資,金錢,,,
33,馬文君,105年立法委員選舉,第三次賸餘,1070112,當選後與其公務有關之費用支出,草屯碧山郵局,,0.00,195.00,郵寄競選物品或宣傳廣告支出,金錢,南投縣草屯鎮****,,
34,馬文君,105年立法委員選舉,第三次賸餘,1070112,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,700.00,搭乘交通工具支出,金錢,臺北市南港區****,,
35,馬文君,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,羅清山,,0.00,2000.00,公共關係,金錢,埔里鎮西安路****,,
36,馬文君,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,楊鴻儒,,0.00,2000.00,公共關係,金錢,魚池鄉共和村****,049-*****,
37,馬文君,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,陳建達,,0.00,2000.00,公共關係,金錢,埔里鎮愛蘭里****,0912*****,
38,馬文君,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,陳祐任,,0.00,3600.00,公共關係,金錢,埔里鎮青田二****,,
39,馬文君,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,增富企業有限公司,22911024,0.00,1240.00,油資,金錢,,,
40,馬文君,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,台灣中油股份有公司油品行銷事業部台中營業處魚池加油站,61841878,0.00,870.00,油資,金錢,南投縣魚池鄉****,,
41,馬文君,105年立法委員選舉,第三次賸餘,1070114,當選後與其公務有關之費用支出,王秋男,,0.00,2100.00,公共關係,金錢,埔里鎮泰安里****,,
42,馬文君,105年立法委員選舉,第三次賸餘,1070114,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,700.00,搭乘交通工具支出,金錢,臺北市南港區****,,
43,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
44,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
45,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
46,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,540.00,搭乘交通工具支出,金錢,臺北市南港區****,,
47,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,全國加油站股份有限公司全國愛蘭交流道加油站,38972877,0.00,932.00,油資,金錢,南投縣埔里鎮****,,
48,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,台灣電力股份有限公司南投區營業處,61904459,0.00,1962.00,水電瓦斯費用,金錢,,,
49,馬文君,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,台灣電力股份有限公司南投區營業處,61904459,0.00,2779.00,水電瓦斯費用,金錢,南投縣草屯鎮****,,
50,馬文君,105年立法委員選舉,第三次賸餘,1070116,當選後與其公務有關之費用支出,潘義雄,,0.00,2100.00,公共關係,金錢,埔里鎮房里里****,,
51,馬文君,105年立法委員選舉,第三次賸餘,1070116,當選後與其公務有關之費用支出,台北 立法院郵局,,0.00,800.00,郵寄競選物品或宣傳廣告支出,金錢,台北市中正區****,,
52,馬文君,105年立法委員選舉,第三次賸餘,1070117,當選後與其公務有關之費用支出,安祥加油站股份有限公司,70512644,0.00,1752.00,油資,金錢,臺中市西屯區****,,
53,馬文君,105年立法委員選舉,第三次賸餘,1070118,當選後與其公務有關之費用支出,臺灣菸酒股份有限公司埔里酒廠,,0.00,2520.00,公共關係,金錢,南投縣埔里鎮****,,
54,馬文君,105年立法委員選舉,第三次賸餘,1070118,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,160.00,搭乘交通工具支出,金錢,臺北市南港區****,,
55,馬文君,105年立法委員選舉,第三次賸餘,1070119,當選後與其公務有關之費用支出,萬安生命科技股份有限公司,,0.00,2000.00,公共關係,金錢,臺北市大安區****,,
56,馬文君,105年立法委員選舉,第三次賸餘,1070119,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1125.00,搭乘交通工具支出,金錢,臺北市中正區****,,
57,馬文君,105年立法委員選舉,第三次賸餘,1070119,當選後與其公務有關之費用支出,全聯實業股份有限公司虎山分公司,27926433,0.00,487.00,雜項購置或修繕費用,金錢,南投縣草屯鎮****,,
58,馬文君,105年立法委員選舉,第三次賸餘,1070119,當選後與其公務有關之費用支出,萬安生命科技股份有限公司,80192156,0.00,2000.00,公共關係,金錢,臺北市大安區****,,
59,馬文君,105年立法委員選舉,第三次賸餘,1070120,當選後與其公務有關之費用支出,鍾文森,,0.00,2100.00,公共關係,金錢,國姓鄉北港村****,,
60,馬文君,105年立法委員選舉,第三次賸餘,1070120,當選後與其公務有關之費用支出,巫燕當,,0.00,2100.00,公共關係,金錢,魚池鄉魚池村****,0912*****,
61,馬文君,105年立法委員選舉,第三次賸餘,1070120,當選後與其公務有關之費用支出,上寶企業社,47353721,0.00,6300.00,租用設備支出,金錢,,,
62,馬文君,105年立法委員選舉,第三次賸餘,1070120,當選後與其公務有關之費用支出,中二高加油站有限公司,80637448,0.00,1335.00,油資,金錢,臺中市霧峰區****,,
63,馬文君,105年立法委員選舉,第三次賸餘,1070122,當選後與其公務有關之費用支出,潘文達,,0.00,2100.00,公共關係,金錢,南投縣埔里鎮****,,
64,馬文君,105年立法委員選舉,第三次賸餘,1070122,當選後與其公務有關之費用支出,莊士傑,,0.00,3100.00,公共關係,金錢,南投縣草屯鎮****,0925*****,
65,馬文君,105年立法委員選舉,第三次賸餘,1070122,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,280.00,電信費用,金錢,,,
66,馬文君,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,洪國豪,,0.00,2100.00,公共關係,金錢,埔里鎮蜈蚣里****,,
67,馬文君,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,簡景賢,,0.00,5000.00,公共關係,金錢,南投縣草屯鎮****,0937*****,
68,馬文君,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,160.00,搭乘交通工具支出,金錢,,,
69,馬文君,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,150.00,搭乘交通工具支出,金錢,,,
70,馬文君,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,670.00,搭乘交通工具支出,金錢,臺北市中正區****,,
71,馬文君,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,台灣中油股份有限公司油品行銷事業部嘉義營業處古坑服務,47426793,0.00,1000.00,油資,金錢,,,
72,馬文君,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,南投中興郵局,,0.00,36.00,郵寄競選物品或宣傳廣告支出,金錢,南投縣南投市****,,
73,馬文君,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,台灣中油股份有限公司油品行銷事業部台中營業處埔里加油,62023708,0.00,1605.00,油資,金錢,南投縣埔里鎮****,,
74,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1125.00,搭乘交通工具支出,金錢,臺北市中正區****,,
75,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1125.00,搭乘交通工具支出,金錢,臺北市中正區****,,
76,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,160.00,搭乘交通工具支出,金錢,臺北市南港區****,,
77,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,240.00,電信費用,金錢,,,
78,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,258.00,電信費用,金錢,,,
79,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,1390.00,電信費用,金錢,,,
80,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,77.00,電信費用,金錢,,,
81,馬文君,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,1732.00,電信費用,金錢,,,
82,馬文君,105年立法委員選舉,第三次賸餘,1070127,當選後與其公務有關之費用支出,驛田加油站股份有限公司,28497213,0.00,1504.00,油資,金錢,,,
83,馬文君,105年立法委員選舉,第三次賸餘,1070127,當選後與其公務有關之費用支出,埔里加油站股份有限公司,86387143,0.00,864.00,油資,金錢,,,
84,馬文君,105年立法委員選舉,第三次賸餘,1070128,當選後與其公務有關之費用支出,游坤棋,,0.00,2100.00,公共關係,金錢,埔里鎮清新里****,,
85,馬文君,105年立法委員選舉,第三次賸餘,1070128,當選後與其公務有關之費用支出,許榮林,,0.00,2100.00,公共關係,金錢,魚池鄉東光村****,,
86,馬文君,105年立法委員選舉,第三次賸餘,1070128,當選後與其公務有關之費用支出,雅池園咖啡簡餐,19261840,0.00,2431.00,餐飲費用,金錢,,,
87,馬文君,105年立法委員選舉,第三次賸餘,1070129,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
88,馬文君,105年立法委員選舉,第三次賸餘,1070130,當選後與其公務有關之費用支出,增富企業有限公司,22911024,0.00,1080.00,油資,金錢,,,
89,馬文君,105年立法委員選舉,第三次賸餘,1070131,當選後與其公務有關之費用支出,草屯碧山郵局,,0.00,130.00,郵寄競選物品或宣傳廣告支出,金錢,南投縣草屯鎮****,,
90,馬文君,105年立法委員選舉,第三次賸餘,1070131,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
91,馬文君,105年立法委員選舉,第三次賸餘,1070131,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
92,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,草屯辦事處,,0.00,300.00,書報雜誌費用,金錢,草屯鎮自由街****,,
93,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,台松電器販賣股份有限公司草屯服務站,,0.00,600.00,租買辦公設備支出,金錢,南投縣草屯鎮****,,
94,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,羅瑞宏,,0.00,2100.00,公共關係,金錢,埔里鎮南村里****,,
95,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,大埔里廣告派報社,09231679,0.00,600.00,書報雜誌費用,金錢,南投縣埔里鎮****,,
96,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,大埔里廣告派報社,09231679,0.00,300.00,書報雜誌費用,金錢,南投縣埔里鎮****,,
97,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,200.00,搭乘交通工具支出,金錢,臺北市南港區****,,
98,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
99,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,6446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
100,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,和運租車股份有限公司台中分公司,80542359,0.00,56000.00,租用宣傳車輛支出,金錢,臺中市西屯區****,,
101,馬文君,105年立法委員選舉,第三次賸餘,1070201,當選後與其公務有關之費用支出,宇祥文具行,99677594,0.00,1000.00,印刷費,金錢,南投縣草屯鎮****,,
102,馬文君,105年立法委員選舉,第三次賸餘,1070202,當選後與其公務有關之費用支出,聚一聚小吃,,0.00,4070.00,餐飲費用,金錢,南投縣埔里鎮****,,
103,馬文君,105年立法委員選舉,第三次賸餘,1070202,當選後與其公務有關之費用支出,詰得貿易有限公司,12779314,0.00,7920.00,公共關係,金錢,臺中市烏日區****,,
104,馬文君,105年立法委員選舉,第三次賸餘,1070202,當選後與其公務有關之費用支出,詰得貿易有限公司,12779314,0.00,7920.00,公共關係,金錢,臺中市烏日區****,,
105,馬文君,105年立法委員選舉,第三次賸餘,1070202,當選後與其公務有關之費用支出,巨大加油站有限公司,80617956,0.00,1436.00,油資,金錢,南投縣埔里鎮****,,
106,馬文君,105年立法委員選舉,第三次賸餘,1070203,當選後與其公務有關之費用支出,楊紹明,,0.00,2100.00,公共關係,金錢,魚池鄉中明村****,,
107,馬文君,105年立法委員選舉,第三次賸餘,1070203,當選後與其公務有關之費用支出,埔里鎮恆吉社區發展協會,78102539,0.00,5000.00,公共關係,金錢,,,
108,馬文君,105年立法委員選舉,第三次賸餘,1070203,當選後與其公務有關之費用支出,永浩茶園,78121402,0.00,30000.00,公共關係,金錢,南投縣埔里鎮****,,
109,馬文君,105年立法委員選舉,第三次賸餘,1070204,當選後與其公務有關之費用支出,甘興華,,0.00,3600.00,公共關係,金錢,埔里鎮北梅里****,,
110,馬文君,105年立法委員選舉,第三次賸餘,1070204,當選後與其公務有關之費用支出,增富企業有限公司,22911024,0.00,1485.00,油資,金錢,,,
111,馬文君,105年立法委員選舉,第三次賸餘,1070205,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,924.00,電信費用,金錢,,,
112,馬文君,105年立法委員選舉,第三次賸餘,1070205,當選後與其公務有關之費用支出,中華電信股份有限公司台灣南區電信分公司南投營運處,61610406,0.00,257.00,電信費用,金錢,南投縣南投市****,,
113,馬文君,105年立法委員選舉,第三次賸餘,1070205,當選後與其公務有關之費用支出,台灣自來水股份有限公司第四區管理處草屯營運所,61784068,0.00,138.00,水電瓦斯費用,金錢,南投縣草屯鎮****,,
114,馬文君,105年立法委員選舉,第三次賸餘,1070206,當選後與其公務有關之費用支出,一元鎖匙店,06098331,0.00,260.00,雜項購置或修繕費用,金錢,南投縣草屯鎮****,,
115,馬文君,105年立法委員選舉,第三次賸餘,1070206,當選後與其公務有關之費用支出,威年華商行,47354968,0.00,1320.00,公共關係,金錢,,,
116,馬文君,105年立法委員選舉,第三次賸餘,1070206,當選後與其公務有關之費用支出,草屯郵局,61612609,0.00,44.00,郵寄競選物品或宣傳廣告支出,金錢,,,
117,馬文君,105年立法委員選舉,第三次賸餘,1070206,當選後與其公務有關之費用支出,富狀元食品國際有限公司,61842308,0.00,11700.00,公共關係,金錢,臺中市西區中****,,
118,馬文君,105年立法委員選舉,第三次賸餘,1070207,當選後與其公務有關之費用支出,大觀園,,0.00,5000.00,公共關係,金錢,南投縣埔里鎮****,,
119,馬文君,105年立法委員選舉,第三次賸餘,1070207,當選後與其公務有關之費用支出,陳益震,,0.00,2100.00,公共關係,金錢,南投縣名間鄉****,0910*****,
120,馬文君,105年立法委員選舉,第三次賸餘,1070208,當選後與其公務有關之費用支出,王石林,,0.00,2100.00,公共關係,金錢,魚池鄉東池村****,,
121,馬文君,105年立法委員選舉,第三次賸餘,1070208,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,16446274,0.00,750.00,搭乘交通工具支出,金錢,臺北市南港區****,,
122,馬文君,105年立法委員選舉,第三次賸餘,1070208,當選後與其公務有關之費用支出,驛田加油站股份有限公司,28497213,0.00,1283.00,油資,金錢,,,
123,馬文君,105年立法委員選舉,第三次賸餘,1070208,當選後與其公務有關之費用支出,山大王開發股份有限公司,28882291,0.00,1694.00,油資,金錢,,,
124,馬文君,105年立法委員選舉,第三次賸餘,1070209,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,395.00,搭乘交通工具支出,金錢,臺北市南港區****,,
125,馬文君,105年立法委員選舉,第三次賸餘,1070209,捐贈教育、文化、公益、慈善機構或團體支出,台灣兒童暨家庭扶助基金會南投分事務所,61930549,0.00,14000.00,捐贈教育、文化、公益、慈善機構或團體支出,金錢,南投市民族路****,049-*****,
126,馬文君,105年立法委員選舉,第三次賸餘,1070210,當選後與其公務有關之費用支出,劉哲嘉,,0.00,2100.00,公共關係,金錢,埔里鎮大湳里****,,
127,馬文君,105年立法委員選舉,第三次賸餘,1070211,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
128,馬文君,105年立法委員選舉,第三次賸餘,1070211,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,520.00,搭乘交通工具支出,金錢,臺北市南港區****,,
129,馬文君,105年立法委員選舉,第三次賸餘,1070211,當選後與其公務有關之費用支出,增富企業有限公司,22911024,0.00,1531.00,油資,金錢,,,
130,馬文君,105年立法委員選舉,第三次賸餘,1070211,當選後與其公務有關之費用支出,錦華堂,61492301,0.00,1500.00,公共關係,金錢,南投縣南投市****,,
131,馬文君,105年立法委員選舉,第三次賸餘,1070212,當選後與其公務有關之費用支出,春天藝坊工作室,,0.00,2000.00,公共關係,金錢,南投縣國姓鄉****,,
132,馬文君,105年立法委員選舉,第三次賸餘,1070212,當選後與其公務有關之費用支出,特力屋股份有限公司內湖分公司,70762797,0.00,317.00,雜項購置或修繕費用,金錢,,,
133,馬文君,105年立法委員選舉,第三次賸餘,1070212,當選後與其公務有關之費用支出,正忠輪胎行,78109483,0.00,32300.00,維修宣傳車輛支出,金錢,南投縣埔里鎮****,,
134,馬文君,105年立法委員選舉,第三次賸餘,1070213,當選後與其公務有關之費用支出,明園川菜海鮮,,0.00,3300.00,餐飲費用,金錢,南投縣埔里鎮****,,
135,馬文君,105年立法委員選舉,第三次賸餘,1070213,當選後與其公務有關之費用支出,埔里郵局,,0.00,117.00,郵寄競選物品或宣傳廣告支出,金錢,南投縣埔里鎮****,,
136,馬文君,105年立法委員選舉,第三次賸餘,1070215,當選後與其公務有關之費用支出,松興花藝店,01415273,0.00,1200.00,公共關係,金錢,臺北市萬華區****,,
137,馬文君,105年立法委員選舉,第三次賸餘,1070215,當選後與其公務有關之費用支出,文和堂,61803298,0.00,600.00,文具用品費用,金錢,,,
138,馬文君,105年立法委員選舉,第三次賸餘,1070217,當選後與其公務有關之費用支出,鑫瑞豐興業股份有限公司,16416546,0.00,1315.00,油資,金錢,,,
139,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
140,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
141,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
142,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
143,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
144,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
145,馬文君,105年立法委員選舉,第三次賸餘,1070218,當選後與其公務有關之費用支出,台灣高鐵股份有限公司,16446274,0.00,905.00,搭乘交通工具支出,金錢,臺北市南港區****,,
146,馬文君,105年立法委員選舉,第三次賸餘,1070220,當選後與其公務有關之費用支出,上寶企業社,47353721,0.00,6300.00,租用設備支出,金錢,,,
147,馬文君,105年立法委員選舉,第三次賸餘,1070220,當選後與其公務有關之費用支出,台灣中油股份有限公司油品行銷事業部台中營業處埔里中山,61804698,0.00,94.00,油資,金錢,,,
148,馬文君,105年立法委員選舉,第三次賸餘,1070221,當選後與其公務有關之費用支出,山城很牛工坊,72429474,0.00,1096.00,餐飲費用,金錢,,,
149,馬文君,105年立法委員選舉,第三次賸餘,1070222,當選後與其公務有關之費用支出,田耕魁,,0.00,1500.00,公共關係,金錢,,0492*****,
150,馬文君,105年立法委員選舉,第三次賸餘,1070222,當選後與其公務有關之費用支出,潘英傑,,0.00,2100.00,公共關係,金錢,埔里鎮牛眠里****,,
151,馬文君,105年立法委員選舉,第三次賸餘,1070222,當選後與其公務有關之費用支出,劉太郎,,0.00,2100.00,公共關係,金錢,埔里鎮桃米里****,,
