序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
34,吳世正,107年直轄市議員選舉,第二次賸餘,1090502,當選後與其公務有關之費用支出,金琰布納公司,82886999,0.00,1925.00,,,,餐飲費用,金錢,,,,,,,,,
35,吳世正,107年直轄市議員選舉,第二次賸餘,1090503,當選後與其公務有關之費用支出,李木子股份有限公司,50980633,0.00,1230.00,,,,餐飲費用,金錢,,,,,,,,,
36,吳世正,107年直轄市議員選舉,第二次賸餘,1090505,當選後與其公務有關之費用支出,驊慶有限公司,46642409,0.00,12500.00,,,,維修宣傳車費用,金錢,,,,,,,,,
37,吳世正,107年直轄市議員選舉,第二次賸餘,1090505,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1001.00,,,,電信費用,金錢,,,,,,,,,
38,吳世正,107年直轄市議員選舉,第二次賸餘,1090505,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1885.00,,,,電信費用,金錢,,,,,,,,,
39,吳世正,107年直轄市議員選舉,第二次賸餘,1090510,當選後與其公務有關之費用支出,布娜飛小吃店,42363329,0.00,2508.00,,,,餐飲費用,金錢,,,,,,,,,
40,吳世正,107年直轄市議員選舉,第二次賸餘,1090511,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1697.00,,,,電信費用,金錢,,,,,,,,,
41,吳世正,107年直轄市議員選舉,第二次賸餘,1090514,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,994.00,,,,電信費用,金錢,,,,,,,,,
42,吳世正,107年直轄市議員選舉,第二次賸餘,1090520,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1057.00,,,,油資,金錢,,,,,,,,,
43,吳世正,107年直轄市議員選舉,第二次賸餘,1090524,當選後與其公務有關之費用支出,晶燁餐飲有限公司,53547583,0.00,2328.00,,,,餐飲費用,金錢,,,,,,,,,
44,吳世正,107年直轄市議員選舉,第二次賸餘,1090526,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,942.00,,,,油資,金錢,,,,,,,,,
45,吳世正,107年直轄市議員選舉,第二次賸餘,1090601,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1127.00,,,,油資,金錢,,,,,,,,,
46,吳世正,107年直轄市議員選舉,第二次賸餘,1090604,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1008.00,,,,電信費用,金錢,,,,,,,,,
47,吳世正,107年直轄市議員選舉,第二次賸餘,1090606,當選後與其公務有關之費用支出,薩爾溫餐飲,53088095,0.00,1380.00,,,,餐飲費用,金錢,,,,,,,,,
48,吳世正,107年直轄市議員選舉,第二次賸餘,1090609,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1834.00,,,,油資,金錢,,,,,,,,,
49,吳世正,107年直轄市議員選舉,第二次賸餘,1090611,當選後與其公務有關之費用支出,金琰布納公司,82886999,0.00,2321.00,,,,餐飲費用,金錢,,,,,,,,,
50,吳世正,107年直轄市議員選舉,第二次賸餘,1090613,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,2215.00,,,,電信費用,金錢,,,,,,,,,
51,吳世正,107年直轄市議員選舉,第二次賸餘,1090615,當選後與其公務有關之費用支出,王品餐飲(股),27834075,0.00,2140.00,,,,餐飲費用,金錢,,,,,,,,,
52,吳世正,107年直轄市議員選舉,第二次賸餘,1090616,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,631.00,,,,油資,金錢,,,,,,,,,
53,吳世正,107年直轄市議員選舉,第二次賸餘,1090617,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1182.00,,,,油資,金錢,,,,,,,,,
54,吳世正,107年直轄市議員選舉,第二次賸餘,1090620,當選後與其公務有關之費用支出,樂子南港(股),24557695,0.00,1848.00,,,,餐飲費用,金錢,,,,,,,,,
55,吳世正,107年直轄市議員選舉,第二次賸餘,1090624,當選後與其公務有關之費用支出,月宏(股),50766922,0.00,2710.00,,,,餐飲費用,金錢,,,,,,,,,
56,吳世正,107年直轄市議員選舉,第二次賸餘,1090627,當選後與其公務有關之費用支出,新光三越百貨,27922534,0.00,2050.00,,,,餐飲費用,金錢,,,,,,,,,
57,吳世正,107年直轄市議員選舉,第二次賸餘,1090628,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1177.00,,,,油資,金錢,,,,,,,,,
58,吳世正,107年直轄市議員選舉,第二次賸餘,1090702,當選後與其公務有關之費用支出,比薩幫有限公司,52933860,0.00,1365.00,,,,餐飲費用,金錢,,,,,,,,,
59,吳世正,107年直轄市議員選舉,第二次賸餘,1090702,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1004.00,,,,電信費用,金錢,,,,,,,,,
60,吳世正,107年直轄市議員選舉,第二次賸餘,1090704,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1260.00,,,,油資,金錢,,,,,,,,,
61,吳世正,107年直轄市議員選舉,第二次賸餘,1090705,當選後與其公務有關之費用支出,明月湯包小吃店,26371358,0.00,1390.00,,,,餐飲費用,金錢,,,,,,,,,
62,吳世正,107年直轄市議員選舉,第二次賸餘,1090708,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1845.00,,,,油資,金錢,,,,,,,,,
63,吳世正,107年直轄市議員選舉,第二次賸餘,1090710,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1126.00,,,,油資,金錢,,,,,,,,,
64,吳世正,107年直轄市議員選舉,第二次賸餘,1090716,當選後與其公務有關之費用支出,驛站汽車商行,81774139,0.00,5400.00,,,,修繕費用,金錢,,,,,,,,,
65,吳世正,107年直轄市議員選舉,第二次賸餘,1090720,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1037.00,,,,油資,金錢,,,,,,,,,
66,吳世正,107年直轄市議員選舉,第二次賸餘,1090725,當選後與其公務有關之費用支出,池先生大馬料理,50762593,0.00,1280.00,,,,餐飲費用,金錢,,,,,,,,,
67,吳世正,107年直轄市議員選舉,第二次賸餘,1090726,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1136.00,,,,油資,金錢,,,,,,,,,
68,吳世正,107年直轄市議員選舉,第二次賸餘,1090731,當選後與其公務有關之費用支出,台灣角川(股),16841747,0.00,1330.00,,,,書報雜誌費用,金錢,,,,,,,,,
69,吳世正,107年直轄市議員選舉,第二次賸餘,1090801,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1130.00,,,,油資,金錢,,,,,,,,,
70,吳世正,107年直轄市議員選舉,第二次賸餘,1090803,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1027.00,,,,電信費用,金錢,,,,,,,,,
71,吳世正,107年直轄市議員選舉,第二次賸餘,1090806,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1247.00,,,,油資,金錢,,,,,,,,,
72,吳世正,107年直轄市議員選舉,第二次賸餘,1090811,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1648.00,,,,電信費用,金錢,,,,,,,,,
73,吳世正,107年直轄市議員選舉,第二次賸餘,1090816,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1240.00,,,,油資,金錢,,,,,,,,,
74,吳世正,107年直轄市議員選舉,第二次賸餘,1090816,當選後與其公務有關之費用支出,加時商行,38576264,0.00,1790.00,,,,餐飲費用,金錢,,,,,,,,,
75,吳世正,107年直轄市議員選舉,第二次賸餘,1090817,當選後與其公務有關之費用支出,埔里龍山泉實業(股)公司,86760042,0.00,31752.00,,,,文康活動費用-瓶裝水,金錢,南投縣埔里鎮****,,,,,,,,
76,吳世正,107年直轄市議員選舉,第二次賸餘,1090826,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1204.00,,,,油資,金錢,,,,,,,,,
77,吳世正,107年直轄市議員選舉,第二次賸餘,1090826,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,2146.00,,,,電信費用,金錢,,,,,,,,,
78,吳世正,107年直轄市議員選舉,第二次賸餘,1090904,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1013.00,,,,電信費用,金錢,,,,,,,,,
79,吳世正,107年直轄市議員選舉,第二次賸餘,1090905,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1270.00,,,,油資,金錢,,,,,,,,,
80,吳世正,107年直轄市議員選舉,第二次賸餘,1090906,當選後與其公務有關之費用支出,安利美特公司,70839579,0.00,1039.00,,,,書報雜誌費用,金錢,,,,,,,,,
81,吳世正,107年直轄市議員選舉,第二次賸餘,1090914,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,2071.00,,,,油資,金錢,,,,,,,,,
82,吳世正,107年直轄市議員選舉,第二次賸餘,1090916,當選後與其公務有關之費用支出,大潤發流通事業(股),80030723,0.00,1396.00,,,,文康活動費用-摸彩品,金錢,,,,,,,,,
83,吳世正,107年直轄市議員選舉,第二次賸餘,1090919,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1315.00,,,,油資,金錢,,,,,,,,,
84,吳世正,107年直轄市議員選舉,第二次賸餘,1090920,當選後與其公務有關之費用支出,三人烤坑有限公司,55850103,0.00,1230.00,,,,餐飲費用,金錢,,,,,,,,,
85,吳世正,107年直轄市議員選舉,第二次賸餘,1090921,當選後與其公務有關之費用支出,大潤發流通事業(股),80030723,0.00,16752.00,,,,文康活動費用-摸彩品,金錢,,,,,,,,,
86,吳世正,107年直轄市議員選舉,第二次賸餘,1090921,當選後與其公務有關之費用支出,驛站汽車商行,81774139,0.00,5600.00,,,,修繕費用,金錢,,,,,,,,,
87,吳世正,107年直轄市議員選舉,第二次賸餘,1090922,當選後與其公務有關之費用支出,安德威有限公司,83534889,0.00,5440.00,,,,聯誼交際費用,金錢,,,,,,,,,
88,吳世正,107年直轄市議員選舉,第二次賸餘,1090924,當選後與其公務有關之費用支出,七二七海鮮餐廳,38654922,0.00,46717.00,,,,聯誼交際費用,金錢,臺北市內湖區****,,,,,,,,
89,吳世正,107年直轄市議員選舉,第二次賸餘,1090924,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,3136.00,,,,電信費用,金錢,,,,,,,,,
90,吳世正,107年直轄市議員選舉,第二次賸餘,1090925,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1133.00,,,,油資,金錢,,,,,,,,,
91,吳世正,107年直轄市議員選舉,第二次賸餘,1091005,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1146.00,,,,油資,金錢,,,,,,,,,
92,吳世正,107年直轄市議員選舉,第二次賸餘,1091007,當選後與其公務有關之費用支出,名星印刷廠,97087214,0.00,800.00,,,,雜項購置費用,金錢,,,,,,,,,
93,吳世正,107年直轄市議員選舉,第二次賸餘,1091013,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1186.00,,,,油資,金錢,,,,,,,,,
94,吳世正,107年直轄市議員選舉,第二次賸餘,1091014,當選後與其公務有關之費用支出,好市多(股),16846757,0.00,3799.00,,,,雜項購置費用,金錢,,,,,,,,,
95,吳世正,107年直轄市議員選舉,第二次賸餘,1091015,當選後與其公務有關之費用支出,埔里龍山泉實業(股)公司,86760042,0.00,31752.00,,,,文康活動費用-瓶裝水,金錢,南投縣埔里鎮****,,,,,,,,
96,吳世正,107年直轄市議員選舉,第二次賸餘,1091022,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1252.00,,,,油資,金錢,,,,,,,,,
97,吳世正,107年直轄市議員選舉,第二次賸餘,1091024,當選後與其公務有關之費用支出,康迎鼎(股),42527462,0.00,1166.00,,,,餐飲費用,金錢,,,,,,,,,
98,吳世正,107年直轄市議員選舉,第二次賸餘,1091024,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,4341.00,,,,電信費用,金錢,,,,,,,,,
99,吳世正,107年直轄市議員選舉,第二次賸餘,1091031,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1249.00,,,,油資,金錢,,,,,,,,,
100,吳世正,107年直轄市議員選舉,第二次賸餘,1091108,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1220.00,,,,油資,金錢,,,,,,,,,
101,吳世正,107年直轄市議員選舉,第二次賸餘,1091115,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1282.00,,,,油資,金錢,,,,,,,,,
102,吳世正,107年直轄市議員選舉,第二次賸餘,1091123,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1253.00,,,,油資,金錢,,,,,,,,,
103,吳世正,107年直轄市議員選舉,第二次賸餘,1091125,當選後與其公務有關之費用支出,辰展企業社,42341395,0.00,9000.00,,,,製作宣傳廣告費用,金錢,,,,,,,,,
104,吳世正,107年直轄市議員選舉,第二次賸餘,1091127,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,4350.00,,,,電信費用,金錢,,,,,,,,,
105,吳世正,107年直轄市議員選舉,第二次賸餘,1091205,當選後與其公務有關之費用支出,康是美,83159384,0.00,499.00,,,,雜項購置費用,金錢,,,,,,,,,
106,吳世正,107年直轄市議員選舉,第二次賸餘,1091206,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1141.00,,,,油資,金錢,,,,,,,,,
107,吳世正,107年直轄市議員選舉,第二次賸餘,1091206,當選後與其公務有關之費用支出,忻殿有限公司,88105182,0.00,3674.00,,,,餐飲費用,金錢,,,,,,,,,
108,吳世正,107年直轄市議員選舉,第二次賸餘,1091216,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1241.00,,,,油資,金錢,,,,,,,,,
109,吳世正,107年直轄市議員選舉,第二次賸餘,1091218,當選後與其公務有關之費用支出,家福(股)公司,27257881,0.00,987.00,,,,文康活動費用-摸彩品,金錢,,,,,,,,,
110,吳世正,107年直轄市議員選舉,第二次賸餘,1091223,當選後與其公務有關之費用支出,埔里龍山泉實業(股)公司,86760042,0.00,31752.00,,,,文康活動費用-瓶裝水,金錢,南投縣埔里鎮****,,,,,,,,
111,吳世正,107年直轄市議員選舉,第二次賸餘,1091225,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1319.00,,,,油資,金錢,,,,,,,,,
112,吳世正,107年直轄市議員選舉,第二次賸餘,1091225,當選後與其公務有關之費用支出,家福(股)公司,27257881,0.00,11844.00,,,,文康活動費用-摸彩品,金錢,,,,,,,,,
